CustomerKey,Prefix,FirstName,LastName,,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Age
23520,MR.,RICHARD,WILSON,MR. RICHARD WILSON,19/04/1949,M,M,richard47@learnsector.com,40000,4,Partial College,Professional,Y,
23521,MRS.,ALEXIS,GONZALES,MRS. ALEXIS GONZALES,28/04/1963,M,F,alexis40@learnsector.com,60000,5,Bachelors,Professional,Y,
23522,MRS.,SYDNEY,GREEN,MRS. SYDNEY GREEN,24/10/1963,M,F,sydney55@learnsector.com,60000,5,Bachelors,Professional,Y,
23523,MR.,STEVE,LIU,MR. STEVE LIU,19/08/1963,S,M,steve8@learnsector.com,60000,3,Bachelors,Professional,Y,
23524,MR.,RONNIE,YANG,MR. RONNIE YANG,07/11/1962,S,M,ronnie4@learnsector.com,60000,1,Bachelors,Professional,Y,
23525,MR.,DERRICK,RUBIO,MR. DERRICK RUBIO,21/04/1962,M,M,derrick19@learnsector.com,60000,1,Bachelors,Professional,Y,
23526,MRS.,CARA,XU,MRS. CARA XU,10/04/1962,S,F,cara8@learnsector.com,60000,1,Bachelors,Professional,N,
23527,MRS.,ALISON,LUO,MRS. ALISON LUO,14/10/1961,S,F,alison5@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
23528,MR.,JAIME,FERRIER,MR. JAIME FERRIER,22/08/1961,M,M,jaime45@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
23529,MRS.,KENDRA,MUNOZ,MRS. KENDRA MUNOZ,08/04/1961,S,F,kendra7@learnsector.com,60000,1,Partial College,Skilled Manual,N,
23530,MR.,IVAN,PRASAD,MR. IVAN PRASAD,02/06/1966,S,M,ivan5@learnsector.com,100000,0,Bachelors,Professional,N,
23531,MRS.,ALEXIS,POWELL,MRS. ALEXIS POWELL,19/10/1960,S,F,alexis31@learnsector.com,60000,1,Partial College,Skilled Manual,N,
23532,MR.,BRETT,MARTINEZ,MR. BRETT MARTINEZ,15/03/1960,M,M,brett17@learnsector.com,60000,1,Partial College,Skilled Manual,Y,
23533,MR.,RAFAEL,NATH,MR. RAFAEL NATH,15/11/1959,S,M,rafael42@learnsector.com,90000,1,Bachelors,Professional,Y,
23534,MS.,ASHLEE,LUO,MS. ASHLEE LUO,28/03/1965,S,F,ashlee13@learnsector.com,70000,0,Bachelors,Professional,N,
23535,MRS.,DAWN,GOEL,MRS. DAWN GOEL,20/08/1965,S,F,dawn43@learnsector.com,80000,5,Bachelors,Professional,Y,
23537,MR.,VICTOR,HERNANDEZ,MR. VICTOR HERNANDEZ,11/07/1959,M,M,victor5@learnsector.com,90000,2,Bachelors,Professional,Y,
23538,MR.,CARLOS,EVANS,MR. CARLOS EVANS,17/07/1963,S,M,carlos26@learnsector.com,70000,0,Bachelors,Professional,N,
23539,MR.,DARREN,MUNOZ,MR. DARREN MUNOZ,01/04/1963,S,M,darren29@learnsector.com,70000,0,Bachelors,Professional,Y,
23540,MR.,BRUCE,LOPEZ,MR. BRUCE LOPEZ,02/05/1962,S,M,bruce16@learnsector.com,60000,1,Partial College,Skilled Manual,N,
23541,MRS.,DANA,SUAREZ,MRS. DANA SUAREZ,12/04/1961,S,F,dana12@learnsector.com,60000,1,Partial College,Skilled Manual,N,
23542,MR.,JUSTIN,MARTIN,MR. JUSTIN MARTIN,03/10/1961,S,M,justin42@learnsector.com,60000,1,Partial College,Skilled Manual,N,
23543,MRS.,MICHELE,SANCHEZ,MRS. MICHELE SANCHEZ,23/02/1961,M,F,michele33@learnsector.com,70000,5,Partial College,Skilled Manual,Y,
23544,MRS.,MISTY,RAJE,MRS. MISTY RAJE,16/02/1958,S,F,misty15@learnsector.com,90000,2,Bachelors,Professional,Y,
23545,MRS.,LACEY,LIU,MRS. LACEY LIU,18/11/1957,S,F,lacey16@learnsector.com,70000,1,Partial College,Skilled Manual,N,
23546,MRS.,KATHRYN,JAI,MRS. KATHRYN JAI,06/10/1960,M,F,kathryn10@learnsector.com,60000,3,Partial College,Skilled Manual,Y,
23547,MR.,FRANCIS,SERRANO,MR. FRANCIS SERRANO,19/05/1953,S,M,francis14@learnsector.com,40000,2,Bachelors,Management,Y,
23548,MS.,HALEY,MORRIS,MS. HALEY MORRIS,25/08/1976,S,F,haley2@learnsector.com,30000,0,High School,Skilled Manual,N,
23549,MR.,GEORGE,SAI,MR. GEORGE SAI,26/07/1976,S,M,george11@learnsector.com,30000,0,High School,Skilled Manual,Y,
23550,MS.,JENNIFER,COOK,MS. JENNIFER COOK,13/08/1975,M,F,jennifer57@learnsector.com,40000,0,High School,Skilled Manual,Y,
23551,MR.,MASON,SCOTT,MR. MASON SCOTT,25/05/1976,S,M,mason36@learnsector.com,40000,0,High School,Skilled Manual,N,
23552,MR.,CALEB,RUSSELL,MR. CALEB RUSSELL,21/03/1976,S,M,caleb16@learnsector.com,40000,0,High School,Skilled Manual,Y,
23553,MS.,JASMINE,ANDERSON,MS. JASMINE ANDERSON,25/03/1976,M,F,jasmine8@learnsector.com,40000,0,High School,Skilled Manual,N,
23554,MS.,JOAN,COOK,MS. JOAN COOK,15/02/1976,M,F,joan2@learnsector.com,40000,0,High School,Skilled Manual,N,
23555,MR.,ANDRES,CHAVEZ,MR. ANDRES CHAVEZ,21/08/1976,S,M,andres12@learnsector.com,40000,0,High School,Skilled Manual,Y,
23556,MS.,KRISTI,MUNOZ,MS. KRISTI MUNOZ,21/02/1976,S,F,kristi3@learnsector.com,40000,0,High School,Skilled Manual,Y,
23557,MS.,VICTORIA,WASHINGTON,MS. VICTORIA WASHINGTON,10/06/1980,M,F,victoria60@learnsector.com,30000,0,High School,Skilled Manual,Y,
23558,MR.,DAKOTA,BARNES,MR. DAKOTA BARNES,26/08/1979,M,M,dakota2@learnsector.com,30000,0,High School,Skilled Manual,Y,
23559,MS.,JOCELYN,PATTERSON,MS. JOCELYN PATTERSON,08/08/1979,S,F,jocelyn11@learnsector.com,30000,0,Partial High School,Clerical,N,
23560,MS.,JACQUELINE,FLORES,MS. JACQUELINE FLORES,15/07/1978,S,F,jacqueline13@learnsector.com,40000,0,High School,Skilled Manual,N,
23561,MR.,JOSE,WILLIAMS,MR. JOSE WILLIAMS,21/05/1978,S,M,jose58@learnsector.com,40000,0,High School,Skilled Manual,Y,
23562,MR.,WARREN,LUO,MR. WARREN LUO,08/12/1938,S,M,warren14@learnsector.com,30000,2,Partial College,Clerical,N,
23563,MR.,KURT,CHAVEZ,MR. KURT CHAVEZ,08/11/1938,M,M,kurt15@learnsector.com,40000,2,Bachelors,Management,Y,
23564,MS.,JESSICA,HOWARD,MS. JESSICA HOWARD,18/03/1977,S,F,jessica14@learnsector.com,30000,0,Partial High School,Clerical,N,
23565,MS.,JULIA,TORRES,MS. JULIA TORRES,11/02/1976,S,F,julia58@learnsector.com,40000,0,High School,Skilled Manual,N,
23566,MR.,BENJAMIN,SHAN,MR. BENJAMIN SHAN,27/03/1979,S,M,benjamin33@learnsector.com,30000,0,Partial High School,Clerical,N,
23567,MR.,XAVIER,GREEN,MR. XAVIER GREEN,23/01/1979,S,M,xavier28@learnsector.com,30000,0,Partial High School,Clerical,Y,
23569,MRS.,VANESSA,PRICE,MRS. VANESSA PRICE,05/07/1939,S,F,vanessa1@learnsector.com,30000,2,Partial College,Clerical,N,
23570,MRS.,DEANNA,ROMERO,MRS. DEANNA ROMERO,08/03/1939,M,F,deanna35@learnsector.com,40000,2,Bachelors,Management,N,
23571,MRS.,ALISHA,GUO,MRS. ALISHA GUO,23/01/1940,M,F,alisha18@learnsector.com,40000,2,Bachelors,Management,Y,
23572,MRS.,DONNA,PAL,MRS. DONNA PAL,26/08/1942,M,F,donna11@learnsector.com,40000,2,Bachelors,Management,Y,
23573,MR.,JORGE,GAO,MR. JORGE GAO,20/05/1942,M,M,jorge17@learnsector.com,40000,2,Bachelors,Management,Y,
23574,MRS.,EBONY,HERNANDEZ,MRS. EBONY HERNANDEZ,09/12/1943,M,F,ebony26@learnsector.com,40000,2,Bachelors,Management,Y,
23575,MR.,BOBBY,RAY,MR. BOBBY RAY,24/11/1943,M,M,bobby7@learnsector.com,40000,2,Bachelors,Management,N,
23576,MRS.,ANN,SARA,MRS. ANN SARA,07/07/1944,M,F,ann15@learnsector.com,10000,5,High School,Skilled Manual,Y,
23577,MS.,JULIA,BENNETT,MS. JULIA BENNETT,21/04/1976,M,F,julia67@learnsector.com,40000,0,High School,Skilled Manual,Y,
23578,MR.,ERIC,LAL,MR. ERIC LAL,07/12/1976,M,M,eric37@learnsector.com,40000,0,Partial College,Skilled Manual,Y,
23579,MR.,JARED,RICHARDSON,MR. JARED RICHARDSON,19/10/1975,S,M,jared11@learnsector.com,40000,0,High School,Skilled Manual,Y,
23580,MR.,RYAN,JONES,MR. RYAN JONES,06/08/1974,S,M,ryan42@learnsector.com,50000,0,Partial College,Skilled Manual,N,
23581,MS.,JAN,HILL,MS. JAN HILL,11/04/1974,S,F,jan13@learnsector.com,50000,0,Partial College,Skilled Manual,N,
23582,MS.,STEPHANIE,SIMMONS,MS. STEPHANIE SIMMONS,23/03/1973,M,F,stephanie42@learnsector.com,60000,0,Partial College,Skilled Manual,Y,
23583,MS.,BRIANNA,MARTIN,MS. BRIANNA MARTIN,12/08/1973,M,F,brianna13@learnsector.com,60000,0,Partial College,Skilled Manual,Y,
23584,MR.,JASON,EVANS,MR. JASON EVANS,26/06/1972,M,M,jason30@learnsector.com,70000,0,Partial College,Skilled Manual,N,
23585,MS.,KAITLYN,MOORE,MS. KAITLYN MOORE,27/06/1972,S,F,kaitlyn30@learnsector.com,70000,0,Partial College,Skilled Manual,N,
23586,MS.,MADISON,COLEMAN,MS. MADISON COLEMAN,21/06/1972,M,F,madison41@learnsector.com,80000,0,Bachelors,Management,Y,
23587,MS.,HAILEY,GONZALEZ,MS. HAILEY GONZALEZ,04/05/1972,S,F,hailey57@learnsector.com,80000,0,Bachelors,Management,N,
23588,MR.,RYAN,HUGHES,MR. RYAN HUGHES,18/03/1968,M,M,ryan14@learnsector.com,90000,4,Bachelors,Management,Y,
23589,MRS.,AMANDA,BAKER,MRS. AMANDA BAKER,04/06/1967,M,F,amanda59@learnsector.com,100000,1,Bachelors,Management,Y,
23590,MR.,AUSTIN,BROWN,MR. AUSTIN BROWN,01/10/1967,S,M,austin43@learnsector.com,120000,0,Bachelors,Management,N,
23591,MR.,JUSTIN,HENDERSON,MR. JUSTIN HENDERSON,25/01/1963,M,M,justin1@learnsector.com,80000,4,Bachelors,Management,Y,
23592,MR.,JOSEPH,JACKSON,MR. JOSEPH JACKSON,22/09/1963,S,M,joseph18@learnsector.com,80000,4,Bachelors,Management,Y,
23593,MS.,KRYSTAL,ZHOU,MS. KRYSTAL ZHOU,08/03/1971,S,F,krystal8@learnsector.com,120000,0,Partial High School,Management,N,
23594,MRS.,PAULA,DIAZ,MRS. PAULA DIAZ,12/07/1953,S,F,paula5@learnsector.com,70000,4,Partial College,Professional,Y,
23595,MRS.,CARRIE,RUBIO,MRS. CARRIE RUBIO,22/04/1957,S,F,carrie18@learnsector.com,110000,2,Partial College,Professional,Y,
23597,MRS.,MEREDITH,PEREZ,MRS. MEREDITH PEREZ,17/08/1957,S,F,meredith21@learnsector.com,150000,1,Partial College,Professional,N,
23598,MRS.,LINDA,RAMOS,MRS. LINDA RAMOS,21/11/1957,S,F,linda32@learnsector.com,150000,2,Partial College,Professional,N,
23599,MRS.,MACKENZIE,ROBERTS,MRS. MACKENZIE ROBERTS,15/04/1957,S,F,mackenzie27@learnsector.com,150000,2,High School,Professional,N,
23600,MR.,PETER,SHARMA,MR. PETER SHARMA,03/11/1956,M,M,peter15@learnsector.com,100000,2,High School,Professional,Y,
23601,MRS.,KARI,ALAN,MRS. KARI ALAN,04/04/1956,S,F,kari28@learnsector.com,120000,3,High School,Professional,N,
23602,MRS.,ANDREA,LOPEZ,MRS. ANDREA LOPEZ,17/05/1956,M,F,andrea43@learnsector.com,120000,3,High School,Professional,Y,
23603,MR.,SHANE,MALHOTRA,MR. SHANE MALHOTRA,15/06/1955,M,M,shane8@learnsector.com,90000,2,High School,Professional,Y,
23604,MR.,TROY,KOVAR,MR. TROY KOVAR,25/05/1955,S,M,troy4@learnsector.com,110000,3,Partial College,Professional,N,
23605,MR.,DEANNA,SABELLA,MR. DEANNA SABELLA,12/04/1955,M,M,deanna2@learnsector.com,130000,3,Partial College,Professional,Y,
23606,MR.,KENNETH,RAJE,MR. KENNETH RAJE,04/11/1955,M,M,kenneth12@learnsector.com,130000,3,Partial College,Professional,Y,
23607,MR.,WAYNE,SHE,MR. WAYNE SHE,05/11/1955,M,M,wayne1@learnsector.com,130000,3,Partial College,Professional,Y,
23608,MRS.,JESSIE,BLANCO,MRS. JESSIE BLANCO,01/11/1955,M,F,jessie34@learnsector.com,150000,3,High School,Professional,Y,
23609,MR.,CLARENCE,LI,MR. CLARENCE LI,05/12/1944,S,M,clarence39@learnsector.com,70000,5,High School,Professional,Y,
23610,MR.,CORY,PEREZ,MR. CORY PEREZ,23/10/1944,M,M,cory17@learnsector.com,70000,5,High School,Professional,Y,
23611,MR.,DAVE,NATSUHARA,MR. DAVE NATSUHARA,03/04/1944,M,M,dave2@learnsector.com,80000,5,Bachelors,Management,Y,
23612,MRS.,ROSA,LIU,MRS. ROSA LIU,26/04/1944,S,F,rosa4@learnsector.com,90000,5,Partial College,Professional,N,
23613,MR.,CLAYTON,LU,MR. CLAYTON LU,22/02/1944,M,M,clayton10@learnsector.com,130000,3,Bachelors,Management,Y,
23614,MRS.,RACHEL,COOK,MRS. RACHEL COOK,09/09/1945,S,F,rachel32@learnsector.com,130000,4,Partial College,Professional,N,
23615,MRS.,KENDRA,SUAREZ,MRS. KENDRA SUAREZ,13/04/1945,M,F,kendra19@learnsector.com,160000,3,Bachelors,Management,Y,
23616,MRS.,KAREN,ROBERTS,MRS. KAREN ROBERTS,08/02/1946,S,F,karen7@learnsector.com,120000,4,Bachelors,Management,Y,
23617,MRS.,KARA,SHE,MRS. KARA SHE,26/04/1946,S,F,kara1@learnsector.com,130000,4,Partial College,Professional,N,
23618,MR.,DALE,HOLT,MR. DALE HOLT,08/04/1946,M,M,dale8@learnsector.com,170000,4,Bachelors,Management,Y,
23619,MR.,RICARDO,TANG,MR. RICARDO TANG,15/07/1953,M,M,ricardo4@learnsector.com,110000,3,Bachelors,Management,Y,
23620,MR.,ROY,ARUN,MR. ROY ARUN,14/07/1953,M,M,roy7@learnsector.com,160000,3,Bachelors,Management,N,
23621,MRS.,FELICIA,TOWNSEND,MRS. FELICIA TOWNSEND,11/10/1952,M,F,felicia11@learnsector.com,70000,5,Partial High School,Skilled Manual,Y,
23622,MR.,DARREN,MORENO,MR. DARREN MORENO,06/11/1952,M,M,darren28@learnsector.com,110000,4,Partial College,Professional,Y,
23623,MRS.,JOCELYN,GRIFFIN,MRS. JOCELYN GRIFFIN,08/11/1951,M,F,jocelyn20@learnsector.com,80000,4,High School,Professional,Y,
23624,MRS.,JILLIAN,MALHOTRA,MRS. JILLIAN MALHOTRA,18/08/1951,S,F,jillian5@learnsector.com,90000,4,High School,Professional,Y,
23625,MR.,MICHEAL,NAVARRO,MR. MICHEAL NAVARRO,11/02/1951,M,M,micheal5@learnsector.com,130000,4,High School,Professional,N,
23626,MR.,ROSS,MEHTA,MR. ROSS MEHTA,03/11/1950,S,M,ross14@learnsector.com,90000,4,High School,Management,Y,
23627,MRS.,ADRIENNE,NAVARRO,MRS. ADRIENNE NAVARRO,26/04/1950,S,F,adrienne6@learnsector.com,100000,3,Partial College,Management,N,
23628,MRS.,KARA,SHEN,MRS. KARA SHEN,11/09/1950,S,F,kara3@learnsector.com,120000,4,Partial College,Management,N,
23629,MR.,ALFREDO,GILL,MR. ALFREDO GILL,04/03/1950,M,M,alfredo15@learnsector.com,130000,4,High School,Management,Y,
23630,MR.,DOMINIC,FERNANDEZ,MR. DOMINIC FERNANDEZ,28/03/1950,S,M,dominic16@learnsector.com,160000,3,Partial College,Management,N,
23631,MR.,COLIN,WANG,MR. COLIN WANG,03/05/1949,S,M,colin1@learnsector.com,80000,5,High School,Management,N,
23632,MRS.,KRISTEN,ZHOU,MRS. KRISTEN ZHOU,08/05/1949,S,F,kristen7@learnsector.com,120000,4,High School,Management,N,
23633,MRS.,DEBORAH,CHANDE,MRS. DEBORAH CHANDE,11/07/1949,S,F,deborah19@learnsector.com,120000,4,High School,Management,Y,
23634,MR.,ERNEST,LI,MR. ERNEST LI,21/07/1949,M,M,ernest3@learnsector.com,130000,4,High School,Management,N,
23635,MR.,ALVIN,LUO,MR. ALVIN LUO,27/03/1949,M,M,alvin28@learnsector.com,160000,4,High School,Management,Y,
23636,MRS.,RACHAEL,GONZALEZ,MRS. RACHAEL GONZALEZ,10/08/1949,M,F,rachael17@learnsector.com,160000,5,High School,Management,N,
23637,MRS.,YOLANDA,JAI,MRS. YOLANDA JAI,14/10/1948,M,F,yolanda10@learnsector.com,80000,5,High School,Management,Y,
23638,MR.,NELSON,RUIZ,MR. NELSON RUIZ,18/04/1948,M,M,nelson2@learnsector.com,120000,4,High School,Management,Y,
23639,MRS.,CHRISTY,GUO,MRS. CHRISTY GUO,05/09/1947,M,F,christy16@learnsector.com,120000,5,High School,Management,Y,
23640,MR.,BRUCE,JIMÉNEZ,MR. BRUCE JIMÉNEZ,01/08/1975,M,M,bruce28@learnsector.com,70000,0,Bachelors,Professional,Y,
23641,MS.,MEGAN,MORRIS,MS. MEGAN MORRIS,07/11/1976,M,F,megan29@learnsector.com,70000,0,Bachelors,Professional,N,
23642,MS.,ANNE,GUTIERREZ,MS. ANNE GUTIERREZ,18/07/1975,M,F,anne12@learnsector.com,70000,0,Bachelors,Professional,N,
23643,MS.,ERICA,ZHENG,MS. ERICA ZHENG,22/11/1974,S,F,erica18@learnsector.com,70000,0,Bachelors,Professional,N,
23644,MS.,ALLISON,YOUNG,MS. ALLISON YOUNG,10/03/1974,M,F,allison40@learnsector.com,70000,0,Bachelors,Professional,Y,
23645,MR.,CURTIS,ZHENG,MR. CURTIS ZHENG,16/06/1975,S,M,curtis16@learnsector.com,90000,0,Bachelors,Professional,Y,
23646,MS.,JAMIE,LU,MS. JAMIE LU,14/04/1974,S,F,jamie14@learnsector.com,80000,0,Bachelors,Professional,Y,
23647,MR.,WAYNE,SHEN,MR. WAYNE SHEN,27/02/1974,S,M,wayne3@learnsector.com,80000,0,Bachelors,Professional,N,
23648,MS.,KARLA,CHANDER,MS. KARLA CHANDER,28/07/1974,S,F,karla17@learnsector.com,90000,0,Bachelors,Professional,N,
23649,MS.,NAOMI,RUIZ,MS. NAOMI RUIZ,14/10/1974,S,F,naomi2@learnsector.com,90000,0,Bachelors,Professional,N,
23650,MRS.,CAROLYN,VAZQUEZ,MRS. CAROLYN VAZQUEZ,06/07/1974,M,F,carolyn35@learnsector.com,120000,5,Partial High School,Professional,Y,
23651,MR.,MARVIN,ALVAREZ,MR. MARVIN ALVAREZ,26/01/1973,M,M,marvin5@learnsector.com,90000,0,Bachelors,Professional,N,
23652,MR.,ROGER,GOEL,MR. ROGER GOEL,18/10/1973,S,M,roger47@learnsector.com,90000,0,Bachelors,Professional,N,
23653,MR.,DEVIN,CAMPBELL,MR. DEVIN CAMPBELL,21/10/1973,S,M,devin39@learnsector.com,100000,0,High School,Management,Y,
23654,MRS.,ALISHA,WU,MRS. ALISHA WU,09/02/1973,M,F,alisha7@learnsector.com,130000,4,High School,Management,N,
23655,MS.,GRACE,MURPHY,MS. GRACE MURPHY,21/11/1972,S,F,grace31@learnsector.com,90000,0,Bachelors,Professional,Y,
23656,MS.,NAOMI,RAMOS,MS. NAOMI RAMOS,14/06/1972,S,F,naomi18@learnsector.com,90000,0,Bachelors,Professional,Y,
23657,MS.,ALISON,JAI,MS. ALISON JAI,11/02/1971,S,F,alison11@learnsector.com,80000,0,Bachelors,Professional,N,
23658,MR.,ROSS,ARUN,MR. ROSS ARUN,25/11/1972,M,M,ross6@learnsector.com,110000,0,High School,Management,Y,
23659,MR.,DREW,SHAN,MR. DREW SHAN,04/10/1972,S,M,drew11@learnsector.com,110000,0,High School,Management,Y,
23660,MRS.,CHRISTY,TANG,MRS. CHRISTY TANG,20/11/1972,S,F,christy23@learnsector.com,160000,2,High School,Management,Y,
23661,MS.,ABIGAIL,WASHINGTON,MS. ABIGAIL WASHINGTON,27/12/1971,S,F,abigail38@learnsector.com,90000,0,Bachelors,Professional,N,
23662,,CYNTHIA,SANCHEZ, CYNTHIA SANCHEZ,11/06/1970,S,NA,cynthia26@learnsector.com,100000,0,Partial High School,Professional,Y,
23663,MR.,NEIL,DOMINGUEZ,MR. NEIL DOMINGUEZ,09/04/1970,M,M,neil12@learnsector.com,100000,0,Partial High School,Professional,Y,
23664,MS.,SANDRA,GUO,MS. SANDRA GUO,12/04/1970,S,F,sandra25@learnsector.com,110000,0,High School,Management,N,
23665,MS.,CRYSTAL,YANG,MS. CRYSTAL YANG,11/09/1970,S,F,crystal7@learnsector.com,120000,0,Partial High School,Professional,N,
23666,MRS.,OLIVIA,ANDERSON,MRS. OLIVIA ANDERSON,18/10/1948,M,F,olivia9@learnsector.com,30000,4,High School,Professional,Y,
23667,MR.,HAROLD,ARUN,MR. HAROLD ARUN,24/09/1948,M,M,harold4@learnsector.com,30000,4,High School,Professional,Y,
23668,MRS.,JESSICA,HUGHES,MRS. JESSICA HUGHES,07/07/1947,M,F,jessica36@learnsector.com,40000,4,High School,Professional,Y,
23669,MR.,SEAN,TORRES,MR. SEAN TORRES,05/03/1937,S,M,sean11@learnsector.com,50000,3,Graduate Degree,Management,Y,
23670,MRS.,MYA,HENDERSON,MRS. MYA HENDERSON,12/05/1938,M,F,mya7@learnsector.com,60000,3,Graduate Degree,Management,Y,
23671,MR.,FERNANDO,THOMAS,MR. FERNANDO THOMAS,02/05/1939,M,M,fernando10@learnsector.com,60000,3,Graduate Degree,Management,Y,
23672,MRS.,ABIGAIL,FLORES,MRS. ABIGAIL FLORES,22/04/1939,M,F,abigail37@learnsector.com,60000,3,Graduate Degree,Management,Y,
23673,MRS.,KAYLA,MILLER,MRS. KAYLA MILLER,03/08/1939,M,F,kayla6@learnsector.com,60000,3,Graduate Degree,Management,Y,
23674,MR.,JEREMIAH,WALKER,MR. JEREMIAH WALKER,05/10/1939,M,M,jeremiah11@learnsector.com,60000,3,Graduate Degree,Management,N,
23675,MR.,EMMANUEL,PRASAD,MR. EMMANUEL PRASAD,18/05/1940,S,M,emmanuel9@learnsector.com,60000,3,Bachelors,Management,Y,
23676,MR.,BRANDON,DIAZ,MR. BRANDON DIAZ,23/10/1940,S,M,brandon18@learnsector.com,60000,3,Bachelors,Management,Y,
23677,MR.,CHARLES,LEWIS,MR. CHARLES LEWIS,13/03/1940,M,M,charles25@learnsector.com,60000,3,Bachelors,Management,Y,
23678,MRS.,KELLY,DIAZ,MRS. KELLY DIAZ,09/09/1940,S,F,kelly26@learnsector.com,60000,3,Bachelors,Management,Y,
23679,MR.,JACOB,HARRIS,MR. JACOB HARRIS,11/05/1941,S,M,jacob12@learnsector.com,50000,3,Bachelors,Management,Y,
23680,MRS.,ANNA,POWELL,MRS. ANNA POWELL,10/12/1941,M,F,anna33@learnsector.com,50000,3,Bachelors,Management,Y,
23681,MR.,JORDAN,GONZALES,MR. JORDAN GONZALES,01/05/1941,S,M,jordan14@learnsector.com,50000,4,Bachelors,Management,Y,
23682,MRS.,NATALIE,HARRIS,MRS. NATALIE HARRIS,05/11/1941,M,F,natalie81@learnsector.com,50000,4,Bachelors,Management,Y,
23683,MRS.,DANA,ALONSO,MRS. DANA ALONSO,05/02/1942,M,F,dana24@learnsector.com,50000,4,Bachelors,Management,Y,
23684,MRS.,JASMINE,RODRIGUEZ,MRS. JASMINE RODRIGUEZ,01/04/1942,S,F,jasmine17@learnsector.com,50000,4,Bachelors,Management,Y,
23685,MRS.,ALEXA,REED,MRS. ALEXA REED,25/06/1943,S,F,alexa19@learnsector.com,60000,4,Bachelors,Management,Y,
23686,MRS.,RACHEL,MURPHY,MRS. RACHEL MURPHY,13/03/1943,S,F,rachel35@learnsector.com,60000,4,Bachelors,Management,Y,
23687,MRS.,MELISSA,FLORES,MRS. MELISSA FLORES,18/10/1944,S,F,melissa7@learnsector.com,30000,5,Partial High School,Clerical,N,
23688,MRS.,OLIVIA,THOMAS,MRS. OLIVIA THOMAS,19/05/1944,M,F,olivia10@learnsector.com,30000,5,Partial High School,Clerical,Y,
23689,MRS.,KAYLA,HALL,MRS. KAYLA HALL,26/02/1947,M,F,kayla23@learnsector.com,40000,4,High School,Professional,Y,
23690,MR.,ANGEL,JAMES,MR. ANGEL JAMES,06/05/1947,M,M,angel7@learnsector.com,40000,4,High School,Professional,N,
23691,MRS.,KAREN,HU,MRS. KAREN HU,06/11/1945,S,F,karen29@learnsector.com,20000,5,Partial High School,Clerical,Y,
23692,MR.,ISAAC,KING,MR. ISAAC KING,04/11/1945,S,M,isaac41@learnsector.com,20000,5,Partial High School,Clerical,N,
23693,MRS.,JACQUELINE,JENKINS,MRS. JACQUELINE JENKINS,11/09/1945,S,F,jacqueline7@learnsector.com,20000,5,Partial High School,Clerical,N,
23694,MR.,BRIAN,BROOKS,MR. BRIAN BROOKS,20/02/1945,M,M,brian13@learnsector.com,20000,5,Partial High School,Clerical,N,
23695,MR.,ELIJAH,COLEMAN,MR. ELIJAH COLEMAN,14/08/1945,S,M,elijah9@learnsector.com,30000,5,Partial High School,Skilled Manual,N,
23696,MRS.,AUTUMN,LI,MRS. AUTUMN LI,26/10/1945,S,F,autumn3@learnsector.com,30000,5,Partial High School,Skilled Manual,Y,
23697,MR.,CODY,KELLY,MR. CODY KELLY,10/04/1945,M,M,cody2@learnsector.com,30000,5,Partial High School,Skilled Manual,Y,
23698,MRS.,MELISSA,COLEMAN,MRS. MELISSA COLEMAN,21/05/1945,M,F,melissa23@learnsector.com,30000,2,Partial High School,Skilled Manual,Y,
23699,MR.,NICHOLAS,WALKER,MR. NICHOLAS WALKER,19/04/1945,M,M,nicholas3@learnsector.com,30000,2,Partial High School,Skilled Manual,Y,
23700,MRS.,KATELYN,YOUNG,MRS. KATELYN YOUNG,05/12/1945,M,F,katelyn41@learnsector.com,30000,2,Partial High School,Skilled Manual,N,
23701,MRS.,MARISSA,BARNES,MRS. MARISSA BARNES,22/02/1946,M,F,marissa1@learnsector.com,40000,5,High School,Professional,Y,
23702,MR.,EDUARDO,JAMES,MR. EDUARDO JAMES,08/04/1946,M,M,eduardo66@learnsector.com,40000,5,High School,Professional,Y,
23703,MRS.,JACQUELINE,SANCHEZ,MRS. JACQUELINE SANCHEZ,09/06/1946,M,F,jacqueline42@learnsector.com,40000,5,High School,Professional,Y,
23704,MR.,CHRISTOPHER,MOORE,MR. CHRISTOPHER MOORE,16/01/1946,S,M,christopher8@learnsector.com,40000,5,High School,Professional,Y,
23705,MR.,JEREMY,BRYANT,MR. JEREMY BRYANT,04/03/1946,M,M,jeremy30@learnsector.com,40000,2,High School,Professional,Y,
23706,MRS.,MACKENZIE,COOPER,MRS. MACKENZIE COOPER,13/03/1946,S,F,mackenzie16@learnsector.com,70000,5,Bachelors,Management,Y,
23707,MR.,WILLIAM,ANDERSON,MR. WILLIAM ANDERSON,18/07/1946,S,M,william25@learnsector.com,70000,5,Bachelors,Management,Y,
23708,MRS.,VICTORIA,COLEMAN,MRS. VICTORIA COLEMAN,07/02/1946,M,F,victoria53@learnsector.com,70000,5,Bachelors,Management,Y,
23709,MR.,DEVIN,PERRY,MR. DEVIN PERRY,12/05/1946,S,M,devin46@learnsector.com,70000,5,Bachelors,Management,Y,
